"","Fecha_Recepcion","Regional","Ind_Covid","Codigo_Sede_Atiende_Op","Nombre_Sede_Atiende","Mes_Id","num_dia","Dia_semana","Ind_Atencion","num_pacientes","variable","value","total","partic"
"2510",2020-06-29,"ANTIOQUIA","N",9955,"Urgencias Molinos",202006,2,"Lunes","S",197,"UrgenciasNocovidAntioquia",539.046138055265,6059,0.257698196665533
"2511",2020-06-29,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202006,2,"Lunes","S",217,"UrgenciasNocovidAntioquia",539.046138055265,8255,0.351097312010888
"2512",2020-06-29,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",539.046138055265,2013,0.0856158557332426
"2513",2020-06-29,"ANTIOQUIA","N",143877,"Urgencias San Diego",202006,2,"Lunes","S",92,"UrgenciasNocovidAntioquia",539.046138055265,4276,0.181864579789044
"2514",2020-06-29,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",433.7104856935,180,0.0297029702970297
"2515",2020-06-29,"ANTIOQUIA","S",9955,"Urgencias Molinos",NA,NA,NA,NA,NA,"Ux_Antioquia",433.7104856935,2728,0.45016501650165
"2516",2020-06-29,"ANTIOQUIA","S",25987,"Urgencias Cordoba",NA,NA,NA,NA,NA,"Ux_Antioquia",433.7104856935,3152,0.52013201320132
"2517",2020-06-29,"CENTRO","N",2278,"Salud Sura Calle 100",202006,2,"Lunes","S",16,"UrgenciasNocovidCentro",2.2056494729028,964,1
"2518",2020-06-29,"CENTRO","S",2278,"Salud Sura Calle 100",NA,NA,NA,NA,NA,"Ux_Centro",30.0597619128497,117,0.206713780918728
"2519",2020-06-29,"CENTRO","S",143856,"IPS Sura Olaya - Urgencias COVID",NA,NA,NA,NA,NA,"Ux_Centro",30.0597619128497,449,0.793286219081272
"2520",2020-06-29,"NORTE","N",121717,"Urgencias Salud SURA Barranquilla",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",134.910385941761,96,0.0291350531107739
"2521",2020-06-29,"NORTE","N",122078,"Urgencias Altos del Prado",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",134.910385941761,1454,0.441274658573596
"2522",2020-06-29,"NORTE","N",144080,"Urgencias Altos del Prado - No COVID",202006,2,"Lunes","S",56,"UrgenciasNocovidNorte",134.910385941761,1745,0.52959028831563
"2523",2020-06-29,"NORTE","S",121717,"Urgencias Salud SURA Barranquilla",202006,2,"Lunes","S",8,"Ux_Norte",127.136274873597,299,0.0812941816204459
"2524",2020-06-29,"NORTE","S",122078,"Urgencias Altos del Prado",202006,2,"Lunes","S",86,"Ux_Norte",127.136274873597,3379,0.918705818379554
"2525",2020-06-29,"OCCIDENTE","N",1130,"Salud Sura Chipichape",202006,2,"Lunes","S",22,"UrgenciasNocovidOccidente",35.6520710228202,1413,0.134328358208955
"2526",2020-06-29,"OCCIDENTE","N",2669,"Urgencias Paso Ancho",202006,2,"Lunes","S",181,"UrgenciasNocovidOccidente",35.6520710228202,7806,0.742085749595969
"2527",2020-06-29,"OCCIDENTE","N",143633,"Urgencias Norte Confandi",202006,2,"Lunes","S",18,"UrgenciasNocovidOccidente",35.6520710228202,1300,0.123585892195076
"2528",2020-06-29,"OCCIDENTE","S",1130,"Salud Sura Chipichape",NA,NA,NA,NA,NA,"Ux_occidente",56.3565753579203,112,0.0471777590564448
"2529",2020-06-29,"OCCIDENTE","S",2669,"Urgencias Paso Ancho",NA,NA,NA,NA,NA,"Ux_occidente",56.3565753579203,1630,0.686604886267902
"2530",2020-06-29,"OCCIDENTE","S",143633,"Urgencias Norte Confandi",NA,NA,NA,NA,NA,"Ux_occidente",56.3565753579203,632,0.266217354675653
"2531",2020-06-30,"ANTIOQUIA","N",2161,"Salud Sura Industriales",202006,3,"Martes","S",76,"UrgenciasNocovidAntioquia",538.430030883827,2909,0.123724055801293
"2532",2020-06-30,"ANTIOQUIA","N",9955,"Urgencias Molinos",202006,3,"Martes","S",69,"UrgenciasNocovidAntioquia",538.430030883827,6059,0.257698196665533
"2533",2020-06-30,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202006,3,"Martes","S",122,"UrgenciasNocovidAntioquia",538.430030883827,8255,0.351097312010888
"2534",2020-06-30,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",538.430030883827,2013,0.0856158557332426
"2535",2020-06-30,"ANTIOQUIA","N",143877,"Urgencias San Diego",202006,3,"Martes","S",186,"UrgenciasNocovidAntioquia",538.430030883827,4276,0.181864579789044
"2536",2020-06-30,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",190.706633194949,180,0.0297029702970297
"2537",2020-06-30,"ANTIOQUIA","S",9955,"Urgencias Molinos",202006,3,"Martes","S",47,"Ux_Antioquia",190.706633194949,2728,0.45016501650165
"2538",2020-06-30,"ANTIOQUIA","S",25987,"Urgencias Cordoba",NA,NA,NA,NA,NA,"Ux_Antioquia",190.706633194949,3152,0.52013201320132
"2539",2020-06-30,"CENTRO","N",2278,"Salud Sura Calle 100",202006,3,"Martes","S",19,"UrgenciasNocovidCentro",3.11833201341431,964,1
"2540",2020-06-30,"CENTRO","S",2278,"Salud Sura Calle 100",NA,NA,NA,NA,NA,"Ux_Centro",30.2012492902414,117,0.206713780918728
"2541",2020-06-30,"CENTRO","S",143856,"IPS Sura Olaya - Urgencias COVID",NA,NA,NA,NA,NA,"Ux_Centro",30.2012492902414,449,0.793286219081272
"2542",2020-06-30,"NORTE","N",121717,"Urgencias Salud SURA Barranquilla",202006,3,"Martes","S",1,"UrgenciasNocovidNorte",134.690871008736,96,0.0291350531107739
"2543",2020-06-30,"NORTE","N",122078,"Urgencias Altos del Prado",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",134.690871008736,1454,0.441274658573596
"2544",2020-06-30,"NORTE","N",144080,"Urgencias Altos del Prado - No COVID",202006,3,"Martes","S",47,"UrgenciasNocovidNorte",134.690871008736,1745,0.52959028831563
"2545",2020-06-30,"NORTE","S",121717,"Urgencias Salud SURA Barranquilla",202006,3,"Martes","S",3,"Ux_Norte",62.8323032735613,299,0.0812941816204459
"2546",2020-06-30,"NORTE","S",122078,"Urgencias Altos del Prado",202006,3,"Martes","S",115,"Ux_Norte",62.8323032735613,3379,0.918705818379554
"2547",2020-06-30,"OCCIDENTE","N",1130,"Salud Sura Chipichape",202006,3,"Martes","S",30,"UrgenciasNocovidOccidente",36.8814527822278,1413,0.134328358208955
"2548",2020-06-30,"OCCIDENTE","N",2669,"Urgencias Paso Ancho",202006,3,"Martes","S",281,"UrgenciasNocovidOccidente",36.8814527822278,7806,0.742085749595969
"2549",2020-06-30,"OCCIDENTE","N",143633,"Urgencias Norte Confandi",202006,3,"Martes","S",43,"UrgenciasNocovidOccidente",36.8814527822278,1300,0.123585892195076
"2550",2020-06-30,"OCCIDENTE","S",1130,"Salud Sura Chipichape",NA,NA,NA,NA,NA,"Ux_occidente",57.9951891376786,112,0.0471777590564448
"2551",2020-06-30,"OCCIDENTE","S",2669,"Urgencias Paso Ancho",NA,NA,NA,NA,NA,"Ux_occidente",57.9951891376786,1630,0.686604886267902
"2552",2020-06-30,"OCCIDENTE","S",143633,"Urgencias Norte Confandi",NA,NA,NA,NA,NA,"Ux_occidente",57.9951891376786,632,0.266217354675653
"2553",2020-07-01,"ANTIOQUIA","N",2161,"Salud Sura Industriales",202007,4,"Miercoles","S",52,"UrgenciasNocovidAntioquia",538.315209759369,2909,0.123724055801293
"2554",2020-07-01,"ANTIOQUIA","N",9955,"Urgencias Molinos",202007,4,"Miercoles","S",17,"UrgenciasNocovidAntioquia",538.315209759369,6059,0.257698196665533
"2555",2020-07-01,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202007,4,"Miercoles","S",54,"UrgenciasNocovidAntioquia",538.315209759369,8255,0.351097312010888
"2556",2020-07-01,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",538.315209759369,2013,0.0856158557332426
"2557",2020-07-01,"ANTIOQUIA","N",143877,"Urgencias San Diego",202007,4,"Miercoles","S",181,"UrgenciasNocovidAntioquia",538.315209759369,4276,0.181864579789044
"2558",2020-07-01,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",229.083869829055,180,0.0297029702970297
"2559",2020-07-01,"ANTIOQUIA","S",9955,"Urgencias Molinos",202007,4,"Miercoles","S",48,"Ux_Antioquia",229.083869829055,2728,0.45016501650165
"2560",2020-07-01,"ANTIOQUIA","S",25987,"Urgencias Cordoba",202007,4,"Miercoles","S",58,"Ux_Antioquia",229.083869829055,3152,0.52013201320132
"2561",2020-07-01,"CENTRO","N",2278,"Salud Sura Calle 100",202007,4,"Miercoles","S",21,"UrgenciasNocovidCentro",0.646483466195649,964,1
"2562",2020-07-01,"CENTRO","S",2278,"Salud Sura Calle 100",NA,NA,NA,NA,NA,"Ux_Centro",32.8696251650564,117,0.206713780918728
"2563",2020-07-01,"CENTRO","S",143856,"IPS Sura Olaya - Urgencias COVID",NA,NA,NA,NA,NA,"Ux_Centro",32.8696251650564,449,0.793286219081272
"2564",2020-07-01,"NORTE","N",121717,"Urgencias Salud SURA Barranquilla",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",134.659169918606,96,0.0291350531107739
"2565",2020-07-01,"NORTE","N",122078,"Urgencias Altos del Prado",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",134.659169918606,1454,0.441274658573596
"2566",2020-07-01,"NORTE","N",144080,"Urgencias Altos del Prado - No COVID",202007,4,"Miercoles","S",61,"UrgenciasNocovidNorte",134.659169918606,1745,0.52959028831563
"2567",2020-07-01,"NORTE","S",121717,"Urgencias Salud SURA Barranquilla",202007,4,"Miercoles","S",10,"Ux_Norte",162.610639414013,299,0.0812941816204459
"2568",2020-07-01,"NORTE","S",122078,"Urgencias Altos del Prado",202007,4,"Miercoles","S",83,"Ux_Norte",162.610639414013,3379,0.918705818379554
"2569",2020-07-01,"OCCIDENTE","N",1130,"Salud Sura Chipichape",202007,4,"Miercoles","S",25,"UrgenciasNocovidOccidente",38.1108345416354,1413,0.134328358208955
"2570",2020-07-01,"OCCIDENTE","N",2669,"Urgencias Paso Ancho",202007,4,"Miercoles","S",221,"UrgenciasNocovidOccidente",38.1108345416354,7806,0.742085749595969
"2571",2020-07-01,"OCCIDENTE","N",143633,"Urgencias Norte Confandi",202007,4,"Miercoles","S",46,"UrgenciasNocovidOccidente",38.1108345416354,1300,0.123585892195076
"2572",2020-07-01,"OCCIDENTE","S",1130,"Salud Sura Chipichape",NA,NA,NA,NA,NA,"Ux_occidente",59.6179676681231,112,0.0471777590564448
"2573",2020-07-01,"OCCIDENTE","S",2669,"Urgencias Paso Ancho",NA,NA,NA,NA,NA,"Ux_occidente",59.6179676681231,1630,0.686604886267902
"2574",2020-07-01,"OCCIDENTE","S",143633,"Urgencias Norte Confandi",NA,NA,NA,NA,NA,"Ux_occidente",59.6179676681231,632,0.266217354675653
"2575",2020-07-02,"ANTIOQUIA","N",2161,"Salud Sura Industriales",202007,5,"Jueves","S",50,"UrgenciasNocovidAntioquia",538.019154189354,2909,0.123724055801293
"2576",2020-07-02,"ANTIOQUIA","N",9955,"Urgencias Molinos",202007,5,"Jueves","S",33,"UrgenciasNocovidAntioquia",538.019154189354,6059,0.257698196665533
"2577",2020-07-02,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202007,5,"Jueves","S",30,"UrgenciasNocovidAntioquia",538.019154189354,8255,0.351097312010888
"2578",2020-07-02,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",538.019154189354,2013,0.0856158557332426
"2579",2020-07-02,"ANTIOQUIA","N",143877,"Urgencias San Diego",202007,5,"Jueves","S",175,"UrgenciasNocovidAntioquia",538.019154189354,4276,0.181864579789044
"2580",2020-07-02,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",378.532200291091,180,0.0297029702970297
"2581",2020-07-02,"ANTIOQUIA","S",9955,"Urgencias Molinos",202007,5,"Jueves","S",65,"Ux_Antioquia",378.532200291091,2728,0.45016501650165
"2582",2020-07-02,"ANTIOQUIA","S",25987,"Urgencias Cordoba",202007,5,"Jueves","S",85,"Ux_Antioquia",378.532200291091,3152,0.52013201320132
"2583",2020-07-02,"CENTRO","N",2278,"Salud Sura Calle 100",202007,5,"Jueves","S",14,"UrgenciasNocovidCentro",5.09581085118924,964,1
"2584",2020-07-02,"CENTRO","S",2278,"Salud Sura Calle 100",NA,NA,NA,NA,NA,"Ux_Centro",31.5115712856284,117,0.206713780918728
"2585",2020-07-02,"CENTRO","S",143856,"IPS Sura Olaya - Urgencias COVID",NA,NA,NA,NA,NA,"Ux_Centro",31.5115712856284,449,0.793286219081272
"2586",2020-07-02,"NORTE","N",121717,"Urgencias Salud SURA Barranquilla",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",134.424811271171,96,0.0291350531107739
"2587",2020-07-02,"NORTE","N",122078,"Urgencias Altos del Prado",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",134.424811271171,1454,0.441274658573596
"2588",2020-07-02,"NORTE","N",144080,"Urgencias Altos del Prado - No COVID",202007,5,"Jueves","S",43,"UrgenciasNocovidNorte",134.424811271171,1745,0.52959028831563
"2589",2020-07-02,"NORTE","S",121717,"Urgencias Salud SURA Barranquilla",202007,5,"Jueves","S",8,"Ux_Norte",95.0843252513536,299,0.0812941816204459
"2590",2020-07-02,"NORTE","S",122078,"Urgencias Altos del Prado",202007,5,"Jueves","S",53,"Ux_Norte",95.0843252513536,3379,0.918705818379554
"2591",2020-07-02,"OCCIDENTE","N",1130,"Salud Sura Chipichape",202007,5,"Jueves","S",28,"UrgenciasNocovidOccidente",39.340216301043,1413,0.134328358208955
"2592",2020-07-02,"OCCIDENTE","N",2669,"Urgencias Paso Ancho",202007,5,"Jueves","S",218,"UrgenciasNocovidOccidente",39.340216301043,7806,0.742085749595969
"2593",2020-07-02,"OCCIDENTE","N",143633,"Urgencias Norte Confandi",202007,5,"Jueves","S",45,"UrgenciasNocovidOccidente",39.340216301043,1300,0.123585892195076
"2594",2020-07-02,"OCCIDENTE","S",1130,"Salud Sura Chipichape",NA,NA,NA,NA,NA,"Ux_occidente",61.2452480862595,112,0.0471777590564448
"2595",2020-07-02,"OCCIDENTE","S",2669,"Urgencias Paso Ancho",NA,NA,NA,NA,NA,"Ux_occidente",61.2452480862595,1630,0.686604886267902
"2596",2020-07-02,"OCCIDENTE","S",143633,"Urgencias Norte Confandi",NA,NA,NA,NA,NA,"Ux_occidente",61.2452480862595,632,0.266217354675653
"2597",2020-07-03,"ANTIOQUIA","N",2161,"Salud Sura Industriales",202007,6,"Viernes","S",69,"UrgenciasNocovidAntioquia",537.646520462967,2909,0.123724055801293
"2598",2020-07-03,"ANTIOQUIA","N",9955,"Urgencias Molinos",202007,6,"Viernes","S",34,"UrgenciasNocovidAntioquia",537.646520462967,6059,0.257698196665533
"2599",2020-07-03,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202007,6,"Viernes","S",26,"UrgenciasNocovidAntioquia",537.646520462967,8255,0.351097312010888
"2600",2020-07-03,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",537.646520462967,2013,0.0856158557332426
"2601",2020-07-03,"ANTIOQUIA","N",143877,"Urgencias San Diego",202007,6,"Viernes","S",158,"UrgenciasNocovidAntioquia",537.646520462967,4276,0.181864579789044
"2602",2020-07-03,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",397.899258434876,180,0.0297029702970297
"2603",2020-07-03,"ANTIOQUIA","S",9955,"Urgencias Molinos",202007,6,"Viernes","S",66,"Ux_Antioquia",397.899258434876,2728,0.45016501650165
"2604",2020-07-03,"ANTIOQUIA","S",25987,"Urgencias Cordoba",202007,6,"Viernes","S",71,"Ux_Antioquia",397.899258434876,3152,0.52013201320132
"2605",2020-07-03,"CENTRO","N",2278,"Salud Sura Calle 100",202007,6,"Viernes","S",24,"UrgenciasNocovidCentro",3.80284391879794,964,1
"2606",2020-07-03,"CENTRO","S",2278,"Salud Sura Calle 100",NA,NA,NA,NA,NA,"Ux_Centro",36.1933592013416,117,0.206713780918728
"2607",2020-07-03,"CENTRO","S",143856,"IPS Sura Olaya - Urgencias COVID",NA,NA,NA,NA,NA,"Ux_Centro",36.1933592013416,449,0.793286219081272
"2608",2020-07-03,"NORTE","N",121717,"Urgencias Salud SURA Barranquilla",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",134.405131214005,96,0.0291350531107739
"2609",2020-07-03,"NORTE","N",122078,"Urgencias Altos del Prado",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",134.405131214005,1454,0.441274658573596
"2610",2020-07-03,"NORTE","N",144080,"Urgencias Altos del Prado - No COVID",202007,6,"Viernes","S",42,"UrgenciasNocovidNorte",134.405131214005,1745,0.52959028831563
"2611",2020-07-03,"NORTE","S",121717,"Urgencias Salud SURA Barranquilla",202007,6,"Viernes","S",12,"Ux_Norte",101.789103607454,299,0.0812941816204459
"2612",2020-07-03,"NORTE","S",122078,"Urgencias Altos del Prado",202007,6,"Viernes","S",72,"Ux_Norte",101.789103607454,3379,0.918705818379554
"2613",2020-07-03,"OCCIDENTE","N",1130,"Salud Sura Chipichape",202007,6,"Viernes","S",23,"UrgenciasNocovidOccidente",40.5695980604505,1413,0.134328358208955
"2614",2020-07-03,"OCCIDENTE","N",2669,"Urgencias Paso Ancho",202007,6,"Viernes","S",214,"UrgenciasNocovidOccidente",40.5695980604505,7806,0.742085749595969
"2615",2020-07-03,"OCCIDENTE","N",143633,"Urgencias Norte Confandi",202007,6,"Viernes","S",40,"UrgenciasNocovidOccidente",40.5695980604505,1300,0.123585892195076
"2616",2020-07-03,"OCCIDENTE","S",1130,"Salud Sura Chipichape",NA,NA,NA,NA,NA,"Ux_occidente",62.8212826223671,112,0.0471777590564448
"2617",2020-07-03,"OCCIDENTE","S",2669,"Urgencias Paso Ancho",NA,NA,NA,NA,NA,"Ux_occidente",62.8212826223671,1630,0.686604886267902
"2618",2020-07-03,"OCCIDENTE","S",143633,"Urgencias Norte Confandi",NA,NA,NA,NA,NA,"Ux_occidente",62.8212826223671,632,0.266217354675653
"2619",2020-07-04,"ANTIOQUIA","N",2161,"Salud Sura Industriales",202007,7,"Sabado","S",60,"UrgenciasNocovidAntioquia",537.2287984953,2909,0.123724055801293
"2620",2020-07-04,"ANTIOQUIA","N",9955,"Urgencias Molinos",202007,7,"Sabado","S",30,"UrgenciasNocovidAntioquia",537.2287984953,6059,0.257698196665533
"2621",2020-07-04,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202007,7,"Sabado","S",19,"UrgenciasNocovidAntioquia",537.2287984953,8255,0.351097312010888
"2622",2020-07-04,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",537.2287984953,2013,0.0856158557332426
"2623",2020-07-04,"ANTIOQUIA","N",143877,"Urgencias San Diego",202007,7,"Sabado","S",170,"UrgenciasNocovidAntioquia",537.2287984953,4276,0.181864579789044
"2624",2020-07-04,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",453.858497871,180,0.0297029702970297
"2625",2020-07-04,"ANTIOQUIA","S",9955,"Urgencias Molinos",202007,7,"Sabado","S",60,"Ux_Antioquia",453.858497871,2728,0.45016501650165
"2626",2020-07-04,"ANTIOQUIA","S",25987,"Urgencias Cordoba",202007,7,"Sabado","S",73,"Ux_Antioquia",453.858497871,3152,0.52013201320132
"2627",2020-07-04,"CENTRO","N",2278,"Salud Sura Calle 100",202007,7,"Sabado","S",20,"UrgenciasNocovidCentro",2.96621825666239,964,1
"2628",2020-07-04,"CENTRO","S",2278,"Salud Sura Calle 100",NA,NA,NA,NA,NA,"Ux_Centro",35.1946113126991,117,0.206713780918728
"2629",2020-07-04,"CENTRO","S",143856,"IPS Sura Olaya - Urgencias COVID",NA,NA,NA,NA,NA,"Ux_Centro",35.1946113126991,449,0.793286219081272
"2630",2020-07-04,"NORTE","N",121717,"Urgencias Salud SURA Barranquilla",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",134.562883506556,96,0.0291350531107739
"2631",2020-07-04,"NORTE","N",122078,"Urgencias Altos del Prado",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",134.562883506556,1454,0.441274658573596
"2632",2020-07-04,"NORTE","N",144080,"Urgencias Altos del Prado - No COVID",202007,7,"Sabado","S",43,"UrgenciasNocovidNorte",134.562883506556,1745,0.52959028831563
"2633",2020-07-04,"NORTE","S",121717,"Urgencias Salud SURA Barranquilla",202007,7,"Sabado","S",11,"Ux_Norte",137.65440059911,299,0.0812941816204459
"2634",2020-07-04,"NORTE","S",122078,"Urgencias Altos del Prado",202007,7,"Sabado","S",80,"Ux_Norte",137.65440059911,3379,0.918705818379554
"2635",2020-07-04,"OCCIDENTE","N",1130,"Salud Sura Chipichape",202007,7,"Sabado","S",21,"UrgenciasNocovidOccidente",41.7989798198581,1413,0.134328358208955
"2636",2020-07-04,"OCCIDENTE","N",2669,"Urgencias Paso Ancho",202007,7,"Sabado","S",182,"UrgenciasNocovidOccidente",41.7989798198581,7806,0.742085749595969
"2637",2020-07-04,"OCCIDENTE","N",143633,"Urgencias Norte Confandi",202007,7,"Sabado","S",35,"UrgenciasNocovidOccidente",41.7989798198581,1300,0.123585892195076
"2638",2020-07-04,"OCCIDENTE","S",1130,"Salud Sura Chipichape",NA,NA,NA,NA,NA,"Ux_occidente",63.2183139780013,112,0.0471777590564448
"2639",2020-07-04,"OCCIDENTE","S",2669,"Urgencias Paso Ancho",NA,NA,NA,NA,NA,"Ux_occidente",63.2183139780013,1630,0.686604886267902
"2640",2020-07-04,"OCCIDENTE","S",143633,"Urgencias Norte Confandi",NA,NA,NA,NA,NA,"Ux_occidente",63.2183139780013,632,0.266217354675653
"2641",2020-07-05,"ANTIOQUIA","N",2161,"Salud Sura Industriales",202007,1,"Domingo","S",40,"UrgenciasNocovidAntioquia",536.753743810993,2909,0.123724055801293
"2642",2020-07-05,"ANTIOQUIA","N",9955,"Urgencias Molinos",202007,1,"Domingo","S",22,"UrgenciasNocovidAntioquia",536.753743810993,6059,0.257698196665533
"2643",2020-07-05,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202007,1,"Domingo","S",25,"UrgenciasNocovidAntioquia",536.753743810993,8255,0.351097312010888
"2644",2020-07-05,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",536.753743810993,2013,0.0856158557332426
"2645",2020-07-05,"ANTIOQUIA","N",143877,"Urgencias San Diego",202007,1,"Domingo","S",128,"UrgenciasNocovidAntioquia",536.753743810993,4276,0.181864579789044
"2646",2020-07-05,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",224.914521335742,180,0.0297029702970297
"2647",2020-07-05,"ANTIOQUIA","S",9955,"Urgencias Molinos",202007,1,"Domingo","S",66,"Ux_Antioquia",224.914521335742,2728,0.45016501650165
"2648",2020-07-05,"ANTIOQUIA","S",25987,"Urgencias Cordoba",202007,1,"Domingo","S",84,"Ux_Antioquia",224.914521335742,3152,0.52013201320132
"2649",2020-07-05,"CENTRO","N",2278,"Salud Sura Calle 100",202007,1,"Domingo","S",15,"UrgenciasNocovidCentro",4.14509987148975,964,1
"2650",2020-07-05,"CENTRO","S",2278,"Salud Sura Calle 100",NA,NA,NA,NA,NA,"Ux_Centro",37.2244098364846,117,0.206713780918728
"2651",2020-07-05,"CENTRO","S",143856,"IPS Sura Olaya - Urgencias COVID",NA,NA,NA,NA,NA,"Ux_Centro",37.2244098364846,449,0.793286219081272
"2652",2020-07-05,"NORTE","N",121717,"Urgencias Salud SURA Barranquilla",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",134.419476327353,96,0.0291350531107739
"2653",2020-07-05,"NORTE","N",122078,"Urgencias Altos del Prado",NA,NA,NA,NA,NA,"UrgenciasNocovidNorte",134.419476327353,1454,0.441274658573596
"2654",2020-07-05,"NORTE","N",144080,"Urgencias Altos del Prado - No COVID",202007,1,"Domingo","S",55,"UrgenciasNocovidNorte",134.419476327353,1745,0.52959028831563
"2655",2020-07-05,"NORTE","S",121717,"Urgencias Salud SURA Barranquilla",202007,1,"Domingo","S",5,"Ux_Norte",140.780444806596,299,0.0812941816204459
"2656",2020-07-05,"NORTE","S",122078,"Urgencias Altos del Prado",202007,1,"Domingo","S",55,"Ux_Norte",140.780444806596,3379,0.918705818379554
"2657",2020-07-05,"OCCIDENTE","N",1130,"Salud Sura Chipichape",202007,1,"Domingo","S",17,"UrgenciasNocovidOccidente",43.0283615792657,1413,0.134328358208955
"2658",2020-07-05,"OCCIDENTE","N",2669,"Urgencias Paso Ancho",202007,1,"Domingo","S",173,"UrgenciasNocovidOccidente",43.0283615792657,7806,0.742085749595969
"2659",2020-07-05,"OCCIDENTE","N",143633,"Urgencias Norte Confandi",202007,1,"Domingo","S",29,"UrgenciasNocovidOccidente",43.0283615792657,1300,0.123585892195076
"2660",2020-07-05,"OCCIDENTE","S",1130,"Salud Sura Chipichape",NA,NA,NA,NA,NA,"Ux_occidente",64.8211732433673,112,0.0471777590564448
"2661",2020-07-05,"OCCIDENTE","S",2669,"Urgencias Paso Ancho",NA,NA,NA,NA,NA,"Ux_occidente",64.8211732433673,1630,0.686604886267902
"2662",2020-07-05,"OCCIDENTE","S",143633,"Urgencias Norte Confandi",NA,NA,NA,NA,NA,"Ux_occidente",64.8211732433673,632,0.266217354675653
"2663",2020-07-06,"ANTIOQUIA","N",2161,"Salud Sura Industriales",202007,2,"Lunes","S",72,"UrgenciasNocovidAntioquia",536.372144744762,2909,0.123724055801293
"2664",2020-07-06,"ANTIOQUIA","N",9955,"Urgencias Molinos",202007,2,"Lunes","S",30,"UrgenciasNocovidAntioquia",536.372144744762,6059,0.257698196665533
"2665",2020-07-06,"ANTIOQUIA","N",25987,"Urgencias Cordoba",202007,2,"Lunes","S",27,"UrgenciasNocovidAntioquia",536.372144744762,8255,0.351097312010888
"2666",2020-07-06,"ANTIOQUIA","N",115958,"Urgencias Las Vegas",NA,NA,NA,NA,NA,"UrgenciasNocovidAntioquia",536.372144744762,2013,0.0856158557332426
"2667",2020-07-06,"ANTIOQUIA","N",143877,"Urgencias San Diego",202007,2,"Lunes","S",210,"UrgenciasNocovidAntioquia",536.372144744762,4276,0.181864579789044
"2668",2020-07-06,"ANTIOQUIA","S",2161,"Salud Sura Industriales",NA,NA,NA,NA,NA,"Ux_Antioquia",397.811483758678,180,0.0297029702970297
"2669",2020-07-06,"ANTIOQUIA","S",9955,"Urgencias Molinos",202007,2,"Lunes","S",120,"Ux_Antioquia",397.811483758678,2728,0.45016501650165
"2670",2020-07-06,"ANTIOQUIA","S",25987,"Urgencias Cordoba",202007,2,"Lunes","S",148,"Ux_Antioquia",397.811483758678,3152,0.52013201320132
"2671",2020-07-06,"CENTRO","N",2278,"Salud Sura Calle 100",202007,2,"Lunes","S",24,"UrgenciasNocovidCentro",1.59719444589513,964,1
"2672",2020-07-06,"CENTRO","S",2278,"Salud Sura Calle 100",NA,NA,NA,NA,NA,"Ux_Centro",39.1167178346317,117,0.206713780918728
